dataset,subject,budget,variant,accuracy,balanced_accuracy,kappa,macro_f1
bci2a,5,n25,ann_sew_ce,0.4849537037037037,0.4849537037037037,0.3132716049382716,0.4617561506170363
bci2a,5,n25,ann_sew_equal,0.5034722222222222,0.5034722222222222,0.33796296296296297,0.4863817590162181
bci2a,5,n25,gru_stat,0.5891203703703703,0.5891203703703703,0.45216049382716056,0.5592230333706016
bci2a,5,n25,sew_clif_ce,0.5671296296296297,0.5671296296296297,0.42283950617283955,0.518748908468167
bci2a,5,n25,sew_clif_equal,0.5590277777777778,0.5590277777777778,0.412037037037037,0.5200360007157708
bci2a,5,n25,soft_clif_exact,0.5578703703703703,0.5578703703703703,0.4104938271604939,0.5153006563936852
bci2a,5,n25,tcn_stat,0.5775462962962963,0.5775462962962963,0.4367283950617284,0.5426111623033499
bci2a,5,n50,ann_sew_ce,0.5439814814814815,0.5439814814814815,0.3919753086419753,0.5285334889825793
bci2a,5,n50,ann_sew_equal,0.5138888888888888,0.513888888888889,0.35185185185185186,0.4982278425946574
bci2a,5,n50,sew_clif_ce,0.5995370370370371,0.5995370370370371,0.4660493827160494,0.5712115282195888
bci2a,5,n50,sew_clif_equal,0.5995370370370371,0.5995370370370371,0.4660493827160494,0.5662549726753959
bci2a,6,all,ann_sew_ce,0.4791666666666667,0.4791666666666667,0.3055555555555556,0.4784103810928637
bci2a,6,all,ann_sew_equal,0.46759259259259256,0.46759259259259256,0.29012345679012347,0.46704074294280473
bci2a,6,all,gru_stat,0.5023148148148148,0.5023148148148148,0.33641975308641975,0.5004490094988245
bci2a,6,all,sew_clif_ce,0.5081018518518519,0.5081018518518519,0.34413580246913583,0.5024870692168552
bci2a,6,all,sew_clif_equal,0.5208333333333334,0.5208333333333334,0.3611111111111111,0.517286892490998
bci2a,6,all,soft_clif_exact,0.5115740740740741,0.5115740740740741,0.3487654320987654,0.5062158377488147
bci2a,6,all,tcn_stat,0.5057870370370371,0.5057870370370371,0.3410493827160494,0.503656561817471
bci2a,6,n25,ann_sew_ce,0.4050925925925926,0.4050925925925926,0.20679012345679013,0.3961915826800113
bci2a,6,n25,ann_sew_equal,0.40625,0.40625,0.20833333333333334,0.3995616469249386
bci2a,6,n25,gru_stat,0.4803240740740741,0.4803240740740741,0.30709876543209874,0.46985889623533317
bci2a,6,n25,sew_clif_ce,0.5046296296296297,0.5046296296296297,0.3395061728395061,0.49376828925478033
bci2a,6,n25,sew_clif_equal,0.5092592592592592,0.5092592592592593,0.345679012345679,0.4945589457245913
bci2a,6,n25,soft_clif_exact,0.49074074074074076,0.4907407407407407,0.32098765432098764,0.4808484115586659
