dataset,subject,seed,budget,variant,experiment,accuracy,balanced_accuracy,kappa,macro_f1
bci2a,9,0,all,tcn_stat,REV-E2,0.7986111111111112,0.798611111111111,0.7314814814814815,0.7983679303438426
bci2a,9,0,n25,ann_sew_equal,REV-E3,0.6597222222222222,0.6597222222222222,0.5462962962962963,0.6608099225678997
bci2a,9,0,n50,ann_sew_equal,REV-E3,0.7256944444444444,0.7256944444444444,0.6342592592592592,0.7275517559836078
bci2a,9,0,all,ann_sew_equal,REV-E3,0.7395833333333334,0.7395833333333333,0.6527777777777778,0.7417286783051644
bci2a,9,0,n25,sew_clif_equal,REV-E3,0.7743055555555556,0.7743055555555555,0.6990740740740741,0.7757185404244227
bci2a,9,0,n50,sew_clif_equal,REV-E3,0.7534722222222222,0.7534722222222223,0.6712962962962963,0.7545232950292328
bci2a,9,0,all,sew_clif_equal,REV-E3,0.7951388888888888,0.795138888888889,0.7268518518518517,0.797425038271503
bci2a,9,0,n25,ann_sew_ce,RECOVERED_PARENT,0.6736111111111112,0.6736111111111112,0.5648148148148149,0.6748317042434689
bci2a,9,0,n25,sew_clif_ce,RECOVERED_PARENT,0.7708333333333334,0.7708333333333333,0.6944444444444445,0.7725900295456747
bci2a,9,0,all,ann_sew_ce,RECOVERED_PARENT,0.7430555555555556,0.7430555555555556,0.6574074074074074,0.7458144642904427
bci2a,9,0,all,sew_clif_ce,RECOVERED_PARENT,0.7951388888888888,0.795138888888889,0.7268518518518517,0.7972542023371556
bci2a,9,0,n50,ann_sew_ce,RECOVERED_PARENT,0.7395833333333334,0.7395833333333334,0.6527777777777778,0.7409751285369999
bci2a,9,0,n50,sew_clif_ce,RECOVERED_PARENT,0.7777777777777778,0.7777777777777778,0.7037037037037037,0.7788949278109165
bci2a,9,1,n25,soft_clif_exact,REV-E1,0.7951388888888888,0.795138888888889,0.7268518518518517,0.7895797258297259
bci2a,9,1,all,soft_clif_exact,REV-E1,0.7534722222222222,0.7534722222222222,0.6712962962962963,0.7542363702667764
bci2a,9,1,n25,gru_stat,REV-E2,0.7673611111111112,0.7673611111111112,0.6898148148148149,0.7639873883531589
bci2a,9,1,all,gru_stat,REV-E2,0.8055555555555556,0.8055555555555556,0.7407407407407408,0.8055707762557078
bci2a,9,1,n25,tcn_stat,REV-E2,0.7222222222222222,0.7222222222222223,0.6296296296296297,0.7237324335134114
bci2a,9,1,all,tcn_stat,REV-E2,0.7743055555555556,0.7743055555555556,0.6990740740740741,0.7748087802386143
bci2a,9,1,n25,ann_sew_equal,REV-E3,0.6736111111111112,0.6736111111111112,0.5648148148148149,0.6752964251142477
bci2a,9,1,n50,ann_sew_equal,REV-E3,0.6979166666666666,0.6979166666666667,0.5972222222222222,0.6973638757663593
bci2a,9,1,all,ann_sew_equal,REV-E3,0.7222222222222222,0.7222222222222223,0.6296296296296297,0.7241099037136457
bci2a,9,1,n25,sew_clif_equal,REV-E3,0.7291666666666666,0.7291666666666667,0.6388888888888888,0.7311375878473017
bci2a,9,1,n50,sew_clif_equal,REV-E3,0.8090277777777778,0.8090277777777778,0.7453703703703703,0.8094655344655345
bci2a,9,1,all,sew_clif_equal,REV-E3,0.8090277777777778,0.8090277777777779,0.7453703703703703,0.8098280650387691
bci2a,9,1,n25,ann_sew_ce,RECOVERED_PARENT,0.6736111111111112,0.6736111111111112,0.5648148148148149,0.6769434125901893
bci2a,9,1,n25,sew_clif_ce,RECOVERED_PARENT,0.7951388888888888,0.7951388888888888,0.7268518518518517,0.7970144303961346
bci2a,9,1,all,ann_sew_ce,RECOVERED_PARENT,0.7256944444444444,0.7256944444444445,0.6342592592592592,0.7247456743588013
bci2a,9,1,all,sew_clif_ce,RECOVERED_PARENT,0.8159722222222222,0.8159722222222223,0.7546296296296297,0.8172785804115048
bci2a,9,1,n50,ann_sew_ce,RECOVERED_PARENT,0.71875,0.71875,0.625,0.7180845591190419
bci2a,9,1,n50,sew_clif_ce,RECOVERED_PARENT,0.8194444444444444,0.8194444444444444,0.7592592592592592,0.8179104392339687
bci2a,9,2,n25,soft_clif_exact,REV-E1,0.7638888888888888,0.7638888888888888,0.6851851851851851,0.7656999742084518
bci2a,9,2,all,soft_clif_exact,REV-E1,0.7986111111111112,0.7986111111111112,0.7314814814814815,0.7978858063675626
bci2a,9,2,n25,gru_stat,REV-E2,0.7777777777777778,0.7777777777777777,0.7037037037037037,0.7785717274107368
bci2a,9,2,all,gru_stat,REV-E2,0.8090277777777778,0.8090277777777778,0.7453703703703703,0.8059737881166451
bci2a,9,2,n25,tcn_stat,REV-E2,0.7708333333333334,0.7708333333333334,0.6944444444444445,0.7712234827344213
bci2a,9,2,all,tcn_stat,REV-E2,0.7951388888888888,0.7951388888888888,0.7268518518518517,0.7937204687816195
bci2a,9,2,n25,ann_sew_equal,REV-E3,0.6909722222222222,0.6909722222222222,0.5879629629629629,0.6905138266778682
bci2a,9,2,n50,ann_sew_equal,REV-E3,0.7222222222222222,0.7222222222222222,0.6296296296296297,0.7219616968255094
bci2a,9,2,all,ann_sew_equal,REV-E3,0.7222222222222222,0.7222222222222222,0.6296296296296297,0.7209656226395207
bci2a,9,2,n25,sew_clif_equal,REV-E3,0.7847222222222222,0.7847222222222222,0.7129629629629629,0.7820308431327486
bci2a,9,2,n50,sew_clif_equal,REV-E3,0.7951388888888888,0.795138888888889,0.7268518518518517,0.7945270054330458
bci2a,9,2,all,sew_clif_equal,REV-E3,0.8020833333333334,0.8020833333333334,0.7361111111111112,0.8028959014106423
bci2a,9,2,n25,ann_sew_ce,RECOVERED_PARENT,0.6597222222222222,0.6597222222222223,0.5462962962962963,0.6602181466584842
bci2a,9,2,n25,sew_clif_ce,RECOVERED_PARENT,0.7569444444444444,0.7569444444444444,0.6759259259259259,0.7539733625021923
bci2a,9,2,all,ann_sew_ce,RECOVERED_PARENT,0.7048611111111112,0.7048611111111112,0.6064814814814815,0.7067252017085904
bci2a,9,2,all,sew_clif_ce,RECOVERED_PARENT,0.7916666666666666,0.7916666666666666,0.7222222222222222,0.7914177747004495
bci2a,9,2,n50,ann_sew_ce,RECOVERED_PARENT,0.7048611111111112,0.7048611111111112,0.6064814814814815,0.7010511531504712
bci2a,9,2,n50,sew_clif_ce,RECOVERED_PARENT,0.8055555555555556,0.8055555555555556,0.7407407407407408,0.8043210800261945
openbmi,1,0,n25,soft_clif_exact,REV-E1,0.77,0.77,0.54,0.7631551848419318
openbmi,1,0,all,soft_clif_exact,REV-E1,0.83,0.8300000000000001,0.6599999999999999,0.8298468621759585
openbmi,1,0,n25,gru_stat,REV-E2,0.76,0.76,0.52,0.76
openbmi,1,0,all,gru_stat,REV-E2,0.87,0.87,0.74,0.8696741854636592
openbmi,1,0,n25,tcn_stat,REV-E2,0.78,0.78,0.56,0.779205138498595
openbmi,1,0,all,tcn_stat,REV-E2,0.82,0.82,0.6399999999999999,0.8173701298701298
openbmi,1,0,n25,ann_sew_equal,REV-E3,0.72,0.72,0.43999999999999995,0.7171717171717171
openbmi,1,0,all,ann_sew_equal,REV-E3,0.69,0.69,0.3799999999999999,0.6783898744683057
openbmi,1,0,n25,sew_clif_equal,REV-E3,0.76,0.76,0.52,0.7575757575757576
openbmi,1,0,all,sew_clif_equal,REV-E3,0.83,0.8300000000000001,0.6599999999999999,0.8295739348370927
openbmi,1,0,n25,ann_sew_ce,RECOVERED_PARENT,0.67,0.67,0.3400000000000001,0.6659580929243851
openbmi,1,0,n25,sew_clif_ce,RECOVERED_PARENT,0.82,0.8200000000000001,0.6399999999999999,0.8193496587715776
openbmi,1,0,all,ann_sew_ce,RECOVERED_PARENT,0.7,0.7,0.3999999999999999,0.6875
openbmi,1,0,all,sew_clif_ce,RECOVERED_PARENT,0.85,0.85,0.7,0.8487750781328762
openbmi,1,1,n25,soft_clif_exact,REV-E1,0.8,0.8,0.6000000000000001,0.7916666666666665
openbmi,1,1,all,soft_clif_exact,REV-E1,0.8,0.8,0.6000000000000001,0.794745484400657
openbmi,1,1,n25,gru_stat,REV-E2,0.76,0.76,0.52,0.7591328783621035
openbmi,1,1,all,gru_stat,REV-E2,0.81,0.81,0.6200000000000001,0.8076728413807065
openbmi,1,1,n25,tcn_stat,REV-E2,0.78,0.78,0.56,0.7777777777777779
openbmi,1,1,all,tcn_stat,REV-E2,0.79,0.79,0.5800000000000001,0.7874278773155178
openbmi,1,1,n25,ann_sew_equal,REV-E3,0.68,0.6799999999999999,0.3600000000000001,0.6736026111791106
openbmi,1,1,all,ann_sew_equal,REV-E3,0.64,0.64,0.28,0.6328029375764994
openbmi,1,1,n25,sew_clif_equal,REV-E3,0.79,0.79,0.5800000000000001,0.7894736842105263
openbmi,1,1,all,sew_clif_equal,REV-E3,0.82,0.8200000000000001,0.6399999999999999,0.8193496587715776
openbmi,1,1,n25,ann_sew_ce,RECOVERED_PARENT,0.7,0.7,0.3999999999999999,0.6921182266009853
openbmi,1,1,n25,sew_clif_ce,RECOVERED_PARENT,0.75,0.75,0.5,0.7469379491851402
openbmi,1,1,all,ann_sew_ce,RECOVERED_PARENT,0.67,0.6699999999999999,0.3400000000000001,0.6601791782514674
openbmi,1,1,all,sew_clif_ce,RECOVERED_PARENT,0.85,0.8500000000000001,0.7,0.849624060150376
openbmi,1,2,n25,soft_clif_exact,REV-E1,0.83,0.83,0.6599999999999999,0.8299829982998299
openbmi,1,2,all,soft_clif_exact,REV-E1,0.8,0.8,0.6000000000000001,0.7992773986350863
openbmi,1,2,n25,gru_stat,REV-E2,0.8,0.8,0.6000000000000001,0.7999199679871949
openbmi,1,2,all,gru_stat,REV-E2,0.74,0.74,0.48,0.7395833333333335
openbmi,1,2,n25,tcn_stat,REV-E2,0.76,0.76,0.52,0.7575757575757576
openbmi,1,2,all,tcn_stat,REV-E2,0.76,0.76,0.52,0.7596153846153846
openbmi,1,2,n25,ann_sew_equal,REV-E3,0.7,0.7,0.3999999999999999,0.6956168831168832
openbmi,1,2,all,ann_sew_equal,REV-E3,0.69,0.69,0.3799999999999999,0.6874684948079444
openbmi,1,2,n25,sew_clif_equal,REV-E3,0.78,0.78,0.56,0.78
openbmi,1,2,all,sew_clif_equal,REV-E3,0.75,0.75,0.5,0.7497747973175859
openbmi,1,2,n25,ann_sew_ce,RECOVERED_PARENT,0.65,0.6499999999999999,0.30000000000000004,0.6482765551200884
openbmi,1,2,n25,sew_clif_ce,RECOVERED_PARENT,0.78,0.78,0.56,0.7799119647859143
openbmi,1,2,all,ann_sew_ce,RECOVERED_PARENT,0.68,0.6799999999999999,0.3600000000000001,0.6692848284415047
openbmi,1,2,all,sew_clif_ce,RECOVERED_PARENT,0.8,0.8,0.6000000000000001,0.7999199679871949
openbmi,2,0,n25,soft_clif_exact,REV-E1,0.67,0.6699999999999999,0.3400000000000001,0.6349153667441089
openbmi,2,0,all,soft_clif_exact,REV-E1,0.77,0.77,0.54,0.7593890574327858
openbmi,2,0,n25,gru_stat,REV-E2,0.62,0.62,0.24,0.5558672276764843
openbmi,2,0,all,gru_stat,REV-E2,0.53,0.53,0.06000000000000005,0.39673982800667434
openbmi,2,0,n25,tcn_stat,REV-E2,0.6,0.6,0.19999999999999996,0.5238095238095238
openbmi,2,0,all,tcn_stat,REV-E2,0.54,0.54,0.08000000000000007,0.4165398274987316
openbmi,2,0,n25,ann_sew_equal,REV-E3,0.81,0.81,0.6200000000000001,0.8090644156366193
openbmi,2,0,all,ann_sew_equal,REV-E3,0.6,0.6,0.19999999999999996,0.5324918186068256
openbmi,2,0,n25,sew_clif_equal,REV-E3,0.83,0.83,0.6599999999999999,0.8270776116366596
openbmi,2,0,all,sew_clif_equal,REV-E3,0.53,0.53,0.06000000000000005,0.39673982800667434
openbmi,2,0,n25,ann_sew_ce,RECOVERED_PARENT,0.83,0.83,0.6599999999999999,0.8270776116366596
openbmi,2,0,n25,sew_clif_ce,RECOVERED_PARENT,0.83,0.8300000000000001,0.6599999999999999,0.8249407887962106
openbmi,2,0,all,ann_sew_ce,RECOVERED_PARENT,0.7,0.7,0.3999999999999999,0.6744791666666667
openbmi,2,0,all,sew_clif_ce,RECOVERED_PARENT,0.65,0.65,0.30000000000000004,0.6011396011396011
openbmi,2,1,n25,soft_clif_exact,REV-E1,0.73,0.73,0.45999999999999996,0.7149192271143491
openbmi,2,1,all,soft_clif_exact,REV-E1,0.84,0.84,0.6799999999999999,0.8368013055895552
openbmi,2,1,n25,gru_stat,REV-E2,0.6,0.6,0.19999999999999996,0.5238095238095238
openbmi,2,1,all,gru_stat,REV-E2,0.76,0.76,0.52,0.7453310696095077
openbmi,2,1,n25,tcn_stat,REV-E2,0.68,0.6799999999999999,0.3600000000000001,0.6434937611408199
openbmi,2,1,all,tcn_stat,REV-E2,0.76,0.76,0.52,0.7453310696095077
openbmi,2,1,n25,ann_sew_equal,REV-E3,0.67,0.67,0.3400000000000001,0.6296711929076423
openbmi,2,1,all,ann_sew_equal,REV-E3,0.62,0.62,0.24,0.5558672276764843
openbmi,2,1,n25,sew_clif_equal,REV-E3,0.67,0.67,0.3400000000000001,0.6296711929076423
openbmi,2,1,all,sew_clif_equal,REV-E3,0.7,0.7,0.3999999999999999,0.6703296703296704
openbmi,2,1,n25,ann_sew_ce,RECOVERED_PARENT,0.69,0.69,0.3799999999999999,0.6570417081535568
openbmi,2,1,n25,sew_clif_ce,RECOVERED_PARENT,0.58,0.58,0.15999999999999992,0.4900437105390967
openbmi,2,1,all,ann_sew_ce,RECOVERED_PARENT,0.6,0.6,0.19999999999999996,0.5238095238095238
openbmi,2,1,all,sew_clif_ce,RECOVERED_PARENT,0.69,0.69,0.3799999999999999,0.6570417081535568
openbmi,2,2,n25,soft_clif_exact,REV-E1,0.92,0.9199999999999999,0.8400000000000001,0.919967987194878
openbmi,2,2,all,soft_clif_exact,REV-E1,0.86,0.86,0.72,0.8579545454545454
openbmi,2,2,n25,gru_stat,REV-E2,0.95,0.95,0.8999999999999999,0.949954959463517
openbmi,2,2,all,gru_stat,REV-E2,0.94,0.94,0.8799999999999999,0.939783219590526
openbmi,2,2,n25,tcn_stat,REV-E2,0.76,0.76,0.52,0.7453310696095077
openbmi,2,2,all,tcn_stat,REV-E2,0.95,0.95,0.8999999999999999,0.9499949994999499
openbmi,2,2,n25,ann_sew_equal,REV-E3,0.8,0.8,0.6000000000000001,0.7960016319869441
openbmi,2,2,all,ann_sew_equal,REV-E3,0.86,0.86,0.72,0.8590982286634461
openbmi,2,2,n25,sew_clif_equal,REV-E3,0.96,0.96,0.9199999999999999,0.959983993597439
openbmi,2,2,all,sew_clif_equal,REV-E3,0.97,0.97,0.94,0.96999699969997
openbmi,2,2,n25,ann_sew_ce,RECOVERED_PARENT,0.85,0.8500000000000001,0.7,0.8492613807657521
openbmi,2,2,n25,sew_clif_ce,RECOVERED_PARENT,0.92,0.9199999999999999,0.8400000000000001,0.9197109594540345
openbmi,2,2,all,ann_sew_ce,RECOVERED_PARENT,0.86,0.86,0.72,0.8599999999999999
openbmi,2,2,all,sew_clif_ce,RECOVERED_PARENT,0.96,0.96,0.9199999999999999,0.959983993597439
openbmi,3,0,n25,soft_clif_exact,REV-E1,0.82,0.8200000000000001,0.6399999999999999,0.8139727159983464
openbmi,3,0,all,soft_clif_exact,REV-E1,0.74,0.74,0.48,0.7211497211497212
openbmi,3,0,n25,gru_stat,REV-E2,0.9,0.9,0.8,0.898989898989899
openbmi,3,0,all,gru_stat,REV-E2,0.81,0.81,0.6200000000000001,0.8028841166096068
openbmi,3,0,n25,tcn_stat,REV-E2,0.86,0.86,0.72,0.8572011423908608
openbmi,3,0,all,tcn_stat,REV-E2,0.79,0.79,0.5800000000000001,0.7803117480908044
openbmi,3,0,n25,ann_sew_equal,REV-E3,0.72,0.72,0.43999999999999995,0.7171717171717171
openbmi,3,0,all,ann_sew_equal,REV-E3,0.9,0.9,0.8,0.9
openbmi,3,0,n25,sew_clif_equal,REV-E3,0.86,0.86,0.72,0.8572011423908608
openbmi,3,0,all,sew_clif_equal,REV-E3,0.87,0.87,0.74,0.8677652324280338
openbmi,3,0,n25,ann_sew_ce,RECOVERED_PARENT,0.79,0.79,0.5800000000000001,0.78997899789979
openbmi,3,0,n25,sew_clif_ce,RECOVERED_PARENT,0.83,0.8300000000000001,0.6599999999999999,0.8249407887962106
openbmi,3,0,all,ann_sew_ce,RECOVERED_PARENT,0.86,0.86,0.72,0.859775641025641
openbmi,3,0,all,sew_clif_ce,RECOVERED_PARENT,0.87,0.87,0.74,0.8677652324280338
openbmi,3,1,n25,soft_clif_exact,REV-E1,0.94,0.94,0.8799999999999999,0.9399759903961584
openbmi,3,1,all,soft_clif_exact,REV-E1,0.86,0.86,0.72,0.8572011423908608
openbmi,3,1,n25,gru_stat,REV-E2,0.9,0.8999999999999999,0.8,0.8996386993175431
openbmi,3,1,all,gru_stat,REV-E2,0.88,0.88,0.76,0.8782467532467533
openbmi,3,1,n25,tcn_stat,REV-E2,0.95,0.95,0.8999999999999999,0.9499949994999499
openbmi,3,1,all,tcn_stat,REV-E2,0.87,0.87,0.74,0.8677652324280338
openbmi,3,1,n25,ann_sew_equal,REV-E3,0.77,0.77,0.54,0.7593890574327858
openbmi,3,1,all,ann_sew_equal,REV-E3,0.89,0.89,0.78,0.88998899889989
openbmi,3,1,n25,sew_clif_equal,REV-E3,0.93,0.9299999999999999,0.8600000000000001,0.9298245614035088
openbmi,3,1,all,sew_clif_equal,REV-E3,0.9,0.9,0.8,0.898989898989899
openbmi,3,1,n25,ann_sew_ce,RECOVERED_PARENT,0.89,0.89,0.78,0.88998899889989
openbmi,3,1,n25,sew_clif_ce,RECOVERED_PARENT,0.96,0.96,0.9199999999999999,0.959983993597439
openbmi,3,1,all,ann_sew_ce,RECOVERED_PARENT,0.89,0.89,0.78,0.8899009108197378
openbmi,3,1,all,sew_clif_ce,RECOVERED_PARENT,0.92,0.9199999999999999,0.8400000000000001,0.9194847020933978
openbmi,3,2,n25,soft_clif_exact,REV-E1,0.97,0.97,0.94,0.9699729756781104
openbmi,3,2,all,soft_clif_exact,REV-E1,0.92,0.9199999999999999,0.8400000000000001,0.9194847020933978
openbmi,3,2,n25,gru_stat,REV-E2,0.93,0.9299999999999999,0.8600000000000001,0.9299369432489241
openbmi,3,2,all,gru_stat,REV-E2,0.93,0.9299999999999999,0.8600000000000001,0.9298245614035088
openbmi,3,2,n25,tcn_stat,REV-E2,0.93,0.9299999999999999,0.8600000000000001,0.9298245614035088
openbmi,3,2,all,tcn_stat,REV-E2,0.92,0.9199999999999999,0.8400000000000001,0.9194847020933978
openbmi,3,2,n25,ann_sew_equal,REV-E3,0.79,0.79,0.5800000000000001,0.7898108297467722
openbmi,3,2,all,ann_sew_equal,REV-E3,0.92,0.9199999999999999,0.8400000000000001,0.9198717948717948
openbmi,3,2,n25,sew_clif_equal,REV-E3,0.9,0.9,0.8,0.898989898989899
openbmi,3,2,all,sew_clif_equal,REV-E3,0.91,0.9099999999999999,0.8200000000000001,0.9092650468797258
openbmi,3,2,n25,ann_sew_ce,RECOVERED_PARENT,0.79,0.79,0.5800000000000001,0.7882851093860268
openbmi,3,2,n25,sew_clif_ce,RECOVERED_PARENT,0.91,0.9099999999999999,0.8200000000000001,0.9095568284594513
openbmi,3,2,all,ann_sew_ce,RECOVERED_PARENT,0.92,0.92,0.8400000000000001,0.92
openbmi,3,2,all,sew_clif_ce,RECOVERED_PARENT,0.93,0.9299999999999999,0.8600000000000001,0.9296553110240177
openbmi,4,0,n25,soft_clif_exact,REV-E1,0.49,0.49,-0.020000000000000018,0.45599999999999996
openbmi,4,0,all,soft_clif_exact,REV-E1,0.49,0.49,-0.020000000000000018,0.48123283490997865
openbmi,4,0,n25,gru_stat,REV-E2,0.47,0.47000000000000003,-0.06000000000000005,0.33542319749216304
openbmi,4,0,all,gru_stat,REV-E2,0.43,0.43,-0.14,0.36939926983073346
openbmi,4,0,n25,tcn_stat,REV-E2,0.48,0.48,-0.040000000000000036,0.34043632673769664
openbmi,4,0,all,tcn_stat,REV-E2,0.51,0.51,0.020000000000000018,0.5039983804028748
openbmi,4,0,n25,ann_sew_equal,REV-E3,0.54,0.54,0.08000000000000007,0.47987336047037543
openbmi,4,0,all,ann_sew_equal,REV-E3,0.54,0.54,0.08000000000000007,0.4414764448761534
openbmi,4,0,n25,sew_clif_equal,REV-E3,0.47,0.47000000000000003,-0.06000000000000005,0.4052294916395466
openbmi,4,0,all,sew_clif_equal,REV-E3,0.45,0.45,-0.09999999999999998,0.3915256112401814
openbmi,4,0,n25,ann_sew_ce,RECOVERED_PARENT,0.52,0.52,0.040000000000000036,0.5192307692307692
openbmi,4,0,n25,sew_clif_ce,RECOVERED_PARENT,0.49,0.49,-0.020000000000000018,0.48583526565177937
openbmi,4,0,all,ann_sew_ce,RECOVERED_PARENT,0.52,0.52,0.040000000000000036,0.4485294117647059
openbmi,4,0,all,sew_clif_ce,RECOVERED_PARENT,0.45,0.44999999999999996,-0.09999999999999998,0.40675223816201056
openbmi,4,1,n25,soft_clif_exact,REV-E1,0.52,0.52,0.040000000000000036,0.4851994851994852
openbmi,4,1,all,soft_clif_exact,REV-E1,0.47,0.47,-0.06000000000000005,0.46952257031328193
openbmi,4,1,n25,gru_stat,REV-E2,0.55,0.55,0.10000000000000009,0.52
openbmi,4,1,all,gru_stat,REV-E2,0.46,0.45999999999999996,-0.07999999999999996,0.4521103896103896
openbmi,4,1,n25,tcn_stat,REV-E2,0.51,0.51,0.020000000000000018,0.48263118994826315
openbmi,4,1,all,tcn_stat,REV-E2,0.45,0.44999999999999996,-0.09999999999999998,0.40675223816201056
openbmi,4,1,n25,ann_sew_equal,REV-E3,0.54,0.54,0.08000000000000007,0.4875222816399287
openbmi,4,1,all,ann_sew_equal,REV-E3,0.49,0.49,-0.020000000000000018,0.37430990062569014
openbmi,4,1,n25,sew_clif_equal,REV-E3,0.46,0.45999999999999996,-0.07999999999999996,0.4521103896103896
openbmi,4,1,all,sew_clif_equal,REV-E3,0.47,0.47,-0.06000000000000005,0.4608890245142916
openbmi,4,1,n25,ann_sew_ce,RECOVERED_PARENT,0.54,0.54,0.08000000000000007,0.4875222816399287
openbmi,4,1,n25,sew_clif_ce,RECOVERED_PARENT,0.52,0.52,0.040000000000000036,0.5169082125603865
openbmi,4,1,all,ann_sew_ce,RECOVERED_PARENT,0.51,0.51,0.020000000000000018,0.4109868974636375
openbmi,4,1,all,sew_clif_ce,RECOVERED_PARENT,0.48,0.48,-0.040000000000000036,0.46960424316605465
openbmi,4,2,n25,soft_clif_exact,REV-E1,0.42,0.42,-0.16000000000000003,0.4005787515502274
openbmi,4,2,all,soft_clif_exact,REV-E1,0.47,0.47000000000000003,-0.06000000000000005,0.44554869756250653
openbmi,4,2,n25,gru_stat,REV-E2,0.47,0.47,-0.06000000000000005,0.43466666666666665
openbmi,4,2,all,gru_stat,REV-E2,0.5,0.5,0.0,0.42555147058823534
openbmi,4,2,n25,tcn_stat,REV-E2,0.45,0.44999999999999996,-0.09999999999999998,0.4373401534526854
openbmi,4,2,all,tcn_stat,REV-E2,0.48,0.48,-0.040000000000000036,0.4285714285714286
openbmi,4,2,n25,ann_sew_equal,REV-E3,0.43,0.43000000000000005,-0.14,0.42534529690492995
openbmi,4,2,all,ann_sew_equal,REV-E3,0.5,0.5,0.0,0.49919871794871795
openbmi,4,2,n25,sew_clif_equal,REV-E3,0.49,0.49,-0.020000000000000018,0.44989752993204624
openbmi,4,2,all,sew_clif_equal,REV-E3,0.49,0.49,-0.020000000000000018,0.40910670837678137
openbmi,4,2,n25,ann_sew_ce,RECOVERED_PARENT,0.54,0.54,0.08000000000000007,0.5166036149642708
openbmi,4,2,n25,sew_clif_ce,RECOVERED_PARENT,0.44,0.44,-0.12,0.4115174443043295
openbmi,4,2,all,ann_sew_ce,RECOVERED_PARENT,0.52,0.52,0.040000000000000036,0.5192307692307692
openbmi,4,2,all,sew_clif_ce,RECOVERED_PARENT,0.49,0.49,-0.020000000000000018,0.4188034188034188
openbmi,5,0,n25,soft_clif_exact,REV-E1,0.83,0.8300000000000001,0.6599999999999999,0.8298468621759585
openbmi,5,0,all,soft_clif_exact,REV-E1,0.8,0.8,0.6000000000000001,0.7987117552334944
openbmi,5,0,n25,gru_stat,REV-E2,0.79,0.79,0.5800000000000001,0.7821350762527233
openbmi,5,0,all,gru_stat,REV-E2,0.8,0.8,0.6000000000000001,0.797077922077922
openbmi,5,0,n25,tcn_stat,REV-E2,0.78,0.78,0.56,0.7726333195535344
openbmi,5,0,all,tcn_stat,REV-E2,0.8,0.8,0.6000000000000001,0.7987117552334944
openbmi,5,0,n25,ann_sew_equal,REV-E3,0.72,0.72,0.43999999999999995,0.7189883580891208
openbmi,5,0,all,ann_sew_equal,REV-E3,0.72,0.72,0.43999999999999995,0.7106242248863166
openbmi,5,0,n25,sew_clif_equal,REV-E3,0.82,0.8200000000000001,0.6399999999999999,0.818840579710145
openbmi,5,0,all,sew_clif_equal,REV-E3,0.84,0.8400000000000001,0.6799999999999999,0.8397435897435896
openbmi,5,0,n25,ann_sew_ce,RECOVERED_PARENT,0.68,0.68,0.3600000000000001,0.68
openbmi,5,0,n25,sew_clif_ce,RECOVERED_PARENT,0.79,0.79,0.5800000000000001,0.7863899908452854
openbmi,5,0,all,ann_sew_ce,RECOVERED_PARENT,0.73,0.73,0.45999999999999996,0.712
openbmi,5,0,all,sew_clif_ce,RECOVERED_PARENT,0.82,0.8200000000000001,0.6399999999999999,0.818840579710145
openbmi,5,1,n25,soft_clif_exact,REV-E1,0.8,0.8,0.6000000000000001,0.797979797979798
openbmi,5,1,all,soft_clif_exact,REV-E1,0.82,0.8200000000000001,0.6399999999999999,0.8199279711884755
openbmi,5,1,n25,gru_stat,REV-E2,0.79,0.79,0.5800000000000001,0.7821350762527233
openbmi,5,1,all,gru_stat,REV-E2,0.85,0.8500000000000001,0.7,0.849624060150376
openbmi,5,1,n25,tcn_stat,REV-E2,0.7,0.7,0.3999999999999999,0.6703296703296704
openbmi,5,1,all,tcn_stat,REV-E2,0.81,0.81,0.6200000000000001,0.8098288459613652
openbmi,5,1,n25,ann_sew_equal,REV-E3,0.74,0.74,0.48,0.7267759562841529
openbmi,5,1,all,ann_sew_equal,REV-E3,0.68,0.6799999999999999,0.3600000000000001,0.6483516483516484
openbmi,5,1,n25,sew_clif_equal,REV-E3,0.8,0.8,0.6000000000000001,0.7960016319869441
openbmi,5,1,all,sew_clif_equal,REV-E3,0.83,0.8300000000000001,0.6599999999999999,0.8286117552172598
openbmi,5,1,n25,ann_sew_ce,RECOVERED_PARENT,0.63,0.63,0.26,0.5713127099988414
openbmi,5,1,n25,sew_clif_ce,RECOVERED_PARENT,0.82,0.8200000000000001,0.6399999999999999,0.818840579710145
openbmi,5,1,all,ann_sew_ce,RECOVERED_PARENT,0.72,0.72,0.43999999999999995,0.7028862478777589
openbmi,5,1,all,sew_clif_ce,RECOVERED_PARENT,0.85,0.8500000000000001,0.7,0.8492613807657521
openbmi,5,2,n25,soft_clif_exact,REV-E1,0.77,0.77,0.54,0.7631551848419318
openbmi,5,2,all,soft_clif_exact,REV-E1,0.7,0.7,0.3999999999999999,0.6703296703296704
openbmi,5,2,n25,gru_stat,REV-E2,0.83,0.8300000000000001,0.6599999999999999,0.8298468621759585
openbmi,5,2,all,gru_stat,REV-E2,0.79,0.79,0.5800000000000001,0.7863899908452854
openbmi,5,2,n25,tcn_stat,REV-E2,0.83,0.8300000000000001,0.6599999999999999,0.8286117552172598
openbmi,5,2,all,tcn_stat,REV-E2,0.8,0.8,0.6000000000000001,0.794745484400657
openbmi,5,2,n25,ann_sew_equal,REV-E3,0.76,0.76,0.52,0.7584541062801933
openbmi,5,2,all,ann_sew_equal,REV-E3,0.79,0.79,0.5800000000000001,0.7882851093860268
