dataset,subject,seed,budget,variant,eligible_event_accumulations,scope,actual_gpu_sparse_execution_measured,energy_claim_supported
openbmi,35,1,all,sew_clif_equal,104563,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,35,2,n25,sew_clif_equal,78421,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,35,2,all,sew_clif_equal,74884,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,36,0,n25,sew_clif_equal,95822,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,36,0,all,sew_clif_equal,103080,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,36,1,n25,sew_clif_equal,105300,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,36,1,all,sew_clif_equal,93484,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,36,2,n25,sew_clif_equal,126314,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,36,2,all,sew_clif_equal,120894,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,37,0,n25,sew_clif_equal,93193,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,37,0,all,sew_clif_equal,102041,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,37,1,n25,sew_clif_equal,104433,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,37,1,all,sew_clif_equal,105513,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,37,2,n25,sew_clif_equal,106692,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,37,2,all,sew_clif_equal,109532,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,38,0,n25,sew_clif_equal,88025,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,38,0,all,sew_clif_equal,88651,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,38,1,n25,sew_clif_equal,92138,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,38,1,all,sew_clif_equal,90061,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,38,2,n25,sew_clif_equal,82205,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,38,2,all,sew_clif_equal,87854,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,39,0,n25,sew_clif_equal,84030,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,39,0,all,sew_clif_equal,85321,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,39,1,n25,sew_clif_equal,79791,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,39,1,all,sew_clif_equal,80384,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,39,2,n25,sew_clif_equal,89826,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,39,2,all,sew_clif_equal,94566,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,40,0,n25,sew_clif_equal,85347,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,40,0,all,sew_clif_equal,95238,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,40,1,n25,sew_clif_equal,83890,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,40,1,all,sew_clif_equal,85329,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,40,2,n25,sew_clif_equal,83501,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,40,2,all,sew_clif_equal,81975,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,41,0,n25,sew_clif_equal,92503,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,41,0,all,sew_clif_equal,97586,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,41,1,n25,sew_clif_equal,94632,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,41,1,all,sew_clif_equal,97682,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,41,2,n25,sew_clif_equal,78965,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,41,2,all,sew_clif_equal,83762,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,42,0,n25,sew_clif_equal,80529,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,42,0,all,sew_clif_equal,85358,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,42,1,n25,sew_clif_equal,78083,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,42,1,all,sew_clif_equal,89222,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,42,2,n25,sew_clif_equal,85590,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,42,2,all,sew_clif_equal,79246,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,43,0,n25,sew_clif_equal,91929,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,43,0,all,sew_clif_equal,92985,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,43,1,n25,sew_clif_equal,93715,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,43,1,all,sew_clif_equal,78990,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,43,2,n25,sew_clif_equal,75611,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,43,2,all,sew_clif_equal,76729,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,44,0,n25,sew_clif_equal,95324,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,44,0,all,sew_clif_equal,96288,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,44,1,n25,sew_clif_equal,80561,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,44,1,all,sew_clif_equal,81962,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,44,2,n25,sew_clif_equal,100026,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,44,2,all,sew_clif_equal,89255,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,45,0,n25,sew_clif_equal,99633,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,45,0,all,sew_clif_equal,103428,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,45,1,n25,sew_clif_equal,88870,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,45,1,all,sew_clif_equal,84420,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,45,2,n25,sew_clif_equal,95107,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,45,2,all,sew_clif_equal,92444,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,46,0,n25,sew_clif_equal,80983,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,46,0,all,sew_clif_equal,78699,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,46,1,n25,sew_clif_equal,74623,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,46,1,all,sew_clif_equal,109410,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,46,2,n25,sew_clif_equal,74673,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,46,2,all,sew_clif_equal,87250,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,47,0,n25,sew_clif_equal,84044,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,47,0,all,sew_clif_equal,95948,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,47,1,n25,sew_clif_equal,87477,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,47,1,all,sew_clif_equal,81765,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,47,2,n25,sew_clif_equal,76132,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,47,2,all,sew_clif_equal,81527,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,48,0,n25,sew_clif_equal,80717,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,48,0,all,sew_clif_equal,84799,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,48,1,n25,sew_clif_equal,77940,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,48,1,all,sew_clif_equal,89371,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,48,2,n25,sew_clif_equal,86860,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,48,2,all,sew_clif_equal,76546,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,49,0,n25,sew_clif_equal,102423,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,49,0,all,sew_clif_equal,96331,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,49,1,n25,sew_clif_equal,91151,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,49,1,all,sew_clif_equal,84398,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,49,2,n25,sew_clif_equal,102443,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,49,2,all,sew_clif_equal,94895,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,50,0,n25,sew_clif_equal,77207,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,50,0,all,sew_clif_equal,78425,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,50,1,n25,sew_clif_equal,78048,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,50,1,all,sew_clif_equal,75943,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,50,2,n25,sew_clif_equal,74083,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,50,2,all,sew_clif_equal,88370,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,51,0,n25,sew_clif_equal,87077,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,51,0,all,sew_clif_equal,95384,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,51,1,n25,sew_clif_equal,74097,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,51,1,all,sew_clif_equal,69635,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,51,2,n25,sew_clif_equal,87283,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,51,2,all,sew_clif_equal,90960,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,52,0,n25,sew_clif_equal,86914,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,52,0,all,sew_clif_equal,92561,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,52,1,n25,sew_clif_equal,92004,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,52,1,all,sew_clif_equal,95321,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,52,2,n25,sew_clif_equal,94559,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,52,2,all,sew_clif_equal,97922,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,53,0,n25,sew_clif_equal,80960,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,53,0,all,sew_clif_equal,85202,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,53,1,n25,sew_clif_equal,80417,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,53,1,all,sew_clif_equal,89393,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,53,2,n25,sew_clif_equal,92827,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,53,2,all,sew_clif_equal,92336,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,54,0,n25,sew_clif_equal,84453,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,54,0,all,sew_clif_equal,95513,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,54,1,n25,sew_clif_equal,85096,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,54,1,all,sew_clif_equal,82644,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,54,2,n25,sew_clif_equal,75946,optimistic_directly_event_triggerable_additions_only,False,False
openbmi,54,2,all,sew_clif_equal,90881,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,0,n25,sew_clif_equal,345175,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,0,n50,sew_clif_equal,325923,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,0,n100,sew_clif_equal,321535,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,0,all,sew_clif_equal,335161,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,1,n25,sew_clif_equal,377840,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,1,n50,sew_clif_equal,407052,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,1,n100,sew_clif_equal,341718,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,1,all,sew_clif_equal,369101,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,2,n25,sew_clif_equal,272559,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,2,n50,sew_clif_equal,280187,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,2,n100,sew_clif_equal,345233,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,1,2,all,sew_clif_equal,317412,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,0,n25,sew_clif_equal,340846,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,0,n50,sew_clif_equal,299057,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,0,n100,sew_clif_equal,299797,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,0,all,sew_clif_equal,357219,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,1,n25,sew_clif_equal,295734,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,1,n50,sew_clif_equal,292757,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,1,n100,sew_clif_equal,337423,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,1,all,sew_clif_equal,365203,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,2,n25,sew_clif_equal,322719,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,2,n50,sew_clif_equal,289213,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,2,n100,sew_clif_equal,281315,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,2,2,all,sew_clif_equal,438830,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,0,n25,sew_clif_equal,325386,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,0,n50,sew_clif_equal,356204,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,0,n100,sew_clif_equal,408922,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,0,all,sew_clif_equal,376332,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,1,n25,sew_clif_equal,366602,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,1,n50,sew_clif_equal,308065,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,1,n100,sew_clif_equal,327207,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,1,all,sew_clif_equal,329020,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,2,n25,sew_clif_equal,345859,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,2,n50,sew_clif_equal,343645,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,2,n100,sew_clif_equal,334900,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,3,2,all,sew_clif_equal,408563,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,0,n25,sew_clif_equal,451203,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,0,n50,sew_clif_equal,425771,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,0,n100,sew_clif_equal,493596,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,0,all,sew_clif_equal,510221,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,1,n25,sew_clif_equal,457716,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,1,n50,sew_clif_equal,353937,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,1,n100,sew_clif_equal,411554,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,1,all,sew_clif_equal,454582,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,2,n25,sew_clif_equal,345937,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,2,n50,sew_clif_equal,361135,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,2,n100,sew_clif_equal,335497,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,4,2,all,sew_clif_equal,425273,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,0,n25,sew_clif_equal,380752,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,0,n50,sew_clif_equal,383451,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,0,n100,sew_clif_equal,307967,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,0,all,sew_clif_equal,342189,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,1,n25,sew_clif_equal,492471,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,1,n50,sew_clif_equal,306628,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,1,n100,sew_clif_equal,426997,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,1,all,sew_clif_equal,428546,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,2,n25,sew_clif_equal,352150,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,2,n50,sew_clif_equal,253255,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,2,n100,sew_clif_equal,302585,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,5,2,all,sew_clif_equal,386172,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,0,n25,sew_clif_equal,295883,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,0,n50,sew_clif_equal,315074,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,0,n100,sew_clif_equal,297590,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,0,all,sew_clif_equal,400424,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,1,n25,sew_clif_equal,321757,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,1,n50,sew_clif_equal,306496,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,1,n100,sew_clif_equal,336842,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,1,all,sew_clif_equal,372938,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,2,n25,sew_clif_equal,334165,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,2,n50,sew_clif_equal,317127,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,2,n100,sew_clif_equal,363367,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,6,2,all,sew_clif_equal,374773,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,0,n25,sew_clif_equal,348162,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,0,n50,sew_clif_equal,302801,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,0,n100,sew_clif_equal,357254,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,0,all,sew_clif_equal,414710,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,1,n25,sew_clif_equal,349747,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,1,n50,sew_clif_equal,406757,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,1,n100,sew_clif_equal,379000,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,1,all,sew_clif_equal,435060,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,2,n25,sew_clif_equal,381194,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,2,n50,sew_clif_equal,357441,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,2,n100,sew_clif_equal,375210,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,7,2,all,sew_clif_equal,408755,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,0,n25,sew_clif_equal,327582,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,0,n50,sew_clif_equal,303799,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,0,n100,sew_clif_equal,384156,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,0,all,sew_clif_equal,405102,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,1,n25,sew_clif_equal,272324,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,1,n50,sew_clif_equal,296618,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,1,n100,sew_clif_equal,336244,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,1,all,sew_clif_equal,417935,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,2,n25,sew_clif_equal,346937,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,2,n50,sew_clif_equal,369577,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,2,n100,sew_clif_equal,341690,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,8,2,all,sew_clif_equal,514002,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,0,n25,sew_clif_equal,373901,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,0,n50,sew_clif_equal,335325,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,0,n100,sew_clif_equal,383423,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,0,all,sew_clif_equal,405652,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,1,n25,sew_clif_equal,361570,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,1,n50,sew_clif_equal,370217,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,1,n100,sew_clif_equal,324647,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,1,all,sew_clif_equal,392904,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,2,n25,sew_clif_equal,302458,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,2,n50,sew_clif_equal,290694,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,2,n100,sew_clif_equal,333785,optimistic_directly_event_triggerable_additions_only,False,False
bnci2014_004,9,2,all,sew_clif_equal,385061,optimistic_directly_event_triggerable_additions_only,False,False
