dataset,subject,seed,budget,variant,layer,firing_rate,event_sparsity,events,denominator_elements,denominator_definition,total_events_all_layers
openbmi,4,1,n25,sew_clif_equal,0,0.15285590277777777,0.8471440972222222,17609,115200,batch_x_channel_x_time,32781
openbmi,4,1,n25,sew_clif_equal,1,0.009565972222222222,0.9904340277777778,1102,115200,batch_x_channel_x_time,32781
openbmi,4,1,n25,sew_clif_equal,2,0.01825520833333333,0.9817447916666666,2103,115200,batch_x_channel_x_time,32781
openbmi,4,1,n25,sew_clif_equal,3,0.10388020833333333,0.8961197916666667,11967,115200,batch_x_channel_x_time,32781
openbmi,4,1,all,sew_clif_equal,0,0.16705729166666666,0.8329427083333334,19245,115200,batch_x_channel_x_time,35699
openbmi,4,1,all,sew_clif_equal,1,0.010625,0.989375,1224,115200,batch_x_channel_x_time,35699
openbmi,4,1,all,sew_clif_equal,2,0.01967013888888889,0.9803298611111111,2266,115200,batch_x_channel_x_time,35699
openbmi,4,1,all,sew_clif_equal,3,0.11253472222222222,0.8874652777777778,12964,115200,batch_x_channel_x_time,35699
openbmi,4,2,n25,sew_clif_equal,0,0.15196180555555555,0.8480381944444444,17506,115200,batch_x_channel_x_time,31547
openbmi,4,2,n25,sew_clif_equal,1,0.011189236111111112,0.9888107638888889,1289,115200,batch_x_channel_x_time,31547
openbmi,4,2,n25,sew_clif_equal,2,0.011137152777777777,0.9888628472222222,1283,115200,batch_x_channel_x_time,31547
openbmi,4,2,n25,sew_clif_equal,3,0.09955729166666667,0.9004427083333333,11469,115200,batch_x_channel_x_time,31547
openbmi,4,2,all,sew_clif_equal,0,0.1816232638888889,0.8183767361111112,20923,115200,batch_x_channel_x_time,46435
openbmi,4,2,all,sew_clif_equal,1,0.03447048611111111,0.9655295138888889,3971,115200,batch_x_channel_x_time,46435
openbmi,4,2,all,sew_clif_equal,2,0.04250868055555555,0.9574913194444444,4897,115200,batch_x_channel_x_time,46435
openbmi,4,2,all,sew_clif_equal,3,0.14447916666666666,0.8555208333333333,16644,115200,batch_x_channel_x_time,46435
openbmi,5,0,n25,sew_clif_equal,0,0.1578125,0.8421875,18180,115200,batch_x_channel_x_time,32771
openbmi,5,0,n25,sew_clif_equal,1,0.010277777777777778,0.9897222222222222,1184,115200,batch_x_channel_x_time,32771
openbmi,5,0,n25,sew_clif_equal,2,0.012482638888888889,0.9875173611111111,1438,115200,batch_x_channel_x_time,32771
openbmi,5,0,n25,sew_clif_equal,3,0.10389756944444445,0.8961024305555556,11969,115200,batch_x_channel_x_time,32771
openbmi,5,0,all,sew_clif_equal,0,0.16532118055555556,0.8346788194444444,19045,115200,batch_x_channel_x_time,35659
openbmi,5,0,all,sew_clif_equal,1,0.014461805555555556,0.9855381944444445,1666,115200,batch_x_channel_x_time,35659
openbmi,5,0,all,sew_clif_equal,2,0.01709201388888889,0.9829079861111111,1969,115200,batch_x_channel_x_time,35659
openbmi,5,0,all,sew_clif_equal,3,0.11266493055555556,0.8873350694444444,12979,115200,batch_x_channel_x_time,35659
openbmi,5,1,n25,sew_clif_equal,0,0.18190104166666668,0.8180989583333333,20955,115200,batch_x_channel_x_time,40645
openbmi,5,1,n25,sew_clif_equal,1,0.01704861111111111,0.9829513888888889,1964,115200,batch_x_channel_x_time,40645
openbmi,5,1,n25,sew_clif_equal,2,0.026258680555555556,0.9737413194444444,3025,115200,batch_x_channel_x_time,40645
openbmi,5,1,n25,sew_clif_equal,3,0.12761284722222221,0.8723871527777778,14701,115200,batch_x_channel_x_time,40645
openbmi,5,1,all,sew_clif_equal,0,0.17672743055555556,0.8232725694444445,20359,115200,batch_x_channel_x_time,37811
openbmi,5,1,all,sew_clif_equal,1,0.015355902777777777,0.9846440972222222,1769,115200,batch_x_channel_x_time,37811
openbmi,5,1,all,sew_clif_equal,2,0.017239583333333332,0.9827604166666667,1986,115200,batch_x_channel_x_time,37811
openbmi,5,1,all,sew_clif_equal,3,0.11889756944444445,0.8811024305555556,13697,115200,batch_x_channel_x_time,37811
openbmi,5,2,n25,sew_clif_equal,0,0.17455729166666667,0.8254427083333333,20109,115200,batch_x_channel_x_time,38731
openbmi,5,2,n25,sew_clif_equal,1,0.017430555555555557,0.9825694444444445,2008,115200,batch_x_channel_x_time,38731
openbmi,5,2,n25,sew_clif_equal,2,0.023020833333333334,0.9769791666666666,2652,115200,batch_x_channel_x_time,38731
openbmi,5,2,n25,sew_clif_equal,3,0.12119791666666667,0.8788020833333333,13962,115200,batch_x_channel_x_time,38731
openbmi,5,2,all,sew_clif_equal,0,0.16651041666666666,0.8334895833333333,19182,115200,batch_x_channel_x_time,37481
openbmi,5,2,all,sew_clif_equal,1,0.01675347222222222,0.9832465277777778,1930,115200,batch_x_channel_x_time,37481
openbmi,5,2,all,sew_clif_equal,2,0.024157986111111113,0.9758420138888889,2783,115200,batch_x_channel_x_time,37481
openbmi,5,2,all,sew_clif_equal,3,0.11793402777777778,0.8820659722222222,13586,115200,batch_x_channel_x_time,37481
openbmi,6,0,n25,sew_clif_equal,0,0.18414930555555556,0.8158506944444445,21214,115200,batch_x_channel_x_time,44582
openbmi,6,0,n25,sew_clif_equal,1,0.028524305555555556,0.9714756944444445,3286,115200,batch_x_channel_x_time,44582
openbmi,6,0,n25,sew_clif_equal,2,0.034965277777777776,0.9650347222222222,4028,115200,batch_x_channel_x_time,44582
openbmi,6,0,n25,sew_clif_equal,3,0.13935763888888889,0.8606423611111111,16054,115200,batch_x_channel_x_time,44582
openbmi,6,0,all,sew_clif_equal,0,0.184375,0.815625,21240,115200,batch_x_channel_x_time,43458
openbmi,6,0,all,sew_clif_equal,1,0.025303819444444445,0.9746961805555555,2915,115200,batch_x_channel_x_time,43458
openbmi,6,0,all,sew_clif_equal,2,0.031102430555555557,0.9688975694444445,3583,115200,batch_x_channel_x_time,43458
openbmi,6,0,all,sew_clif_equal,3,0.13645833333333332,0.8635416666666667,15720,115200,batch_x_channel_x_time,43458
openbmi,6,1,n25,sew_clif_equal,0,0.15174479166666666,0.8482552083333333,17481,115200,batch_x_channel_x_time,32570
openbmi,6,1,n25,sew_clif_equal,1,0.01326388888888889,0.9867361111111111,1528,115200,batch_x_channel_x_time,32570
openbmi,6,1,n25,sew_clif_equal,2,0.013914930555555555,0.9860850694444444,1603,115200,batch_x_channel_x_time,32570
openbmi,6,1,n25,sew_clif_equal,3,0.10380208333333334,0.8961979166666667,11958,115200,batch_x_channel_x_time,32570
openbmi,6,1,all,sew_clif_equal,0,0.1625954861111111,0.8374045138888889,18731,115200,batch_x_channel_x_time,34477
openbmi,6,1,all,sew_clif_equal,1,0.013081597222222222,0.9869184027777778,1507,115200,batch_x_channel_x_time,34477
openbmi,6,1,all,sew_clif_equal,2,0.014366319444444444,0.9856336805555556,1655,115200,batch_x_channel_x_time,34477
openbmi,6,1,all,sew_clif_equal,3,0.10923611111111112,0.8907638888888889,12584,115200,batch_x_channel_x_time,34477
openbmi,6,2,n25,sew_clif_equal,0,0.16918402777777777,0.8308159722222223,19490,115200,batch_x_channel_x_time,38556
openbmi,6,2,n25,sew_clif_equal,1,0.019305555555555555,0.9806944444444444,2224,115200,batch_x_channel_x_time,38556
openbmi,6,2,n25,sew_clif_equal,2,0.024635416666666667,0.9753645833333333,2838,115200,batch_x_channel_x_time,38556
openbmi,6,2,n25,sew_clif_equal,3,0.1215625,0.8784375,14004,115200,batch_x_channel_x_time,38556
openbmi,6,2,all,sew_clif_equal,0,0.16386284722222222,0.8361371527777778,18877,115200,batch_x_channel_x_time,38358
openbmi,6,2,all,sew_clif_equal,1,0.020338541666666668,0.9796614583333333,2343,115200,batch_x_channel_x_time,38358
openbmi,6,2,all,sew_clif_equal,2,0.028064236111111113,0.9719357638888889,3233,115200,batch_x_channel_x_time,38358
openbmi,6,2,all,sew_clif_equal,3,0.120703125,0.879296875,13905,115200,batch_x_channel_x_time,38358
openbmi,7,0,n25,sew_clif_equal,0,0.15151909722222223,0.8484809027777778,17455,115200,batch_x_channel_x_time,31448
openbmi,7,0,n25,sew_clif_equal,1,0.010138888888888888,0.9898611111111111,1168,115200,batch_x_channel_x_time,31448
openbmi,7,0,n25,sew_clif_equal,2,0.011675347222222222,0.9883246527777778,1345,115200,batch_x_channel_x_time,31448
openbmi,7,0,n25,sew_clif_equal,3,0.09965277777777778,0.9003472222222222,11480,115200,batch_x_channel_x_time,31448
openbmi,7,0,all,sew_clif_equal,0,0.16058159722222223,0.8394184027777778,18499,115200,batch_x_channel_x_time,33620
openbmi,7,0,all,sew_clif_equal,1,0.011206597222222222,0.9887934027777778,1291,115200,batch_x_channel_x_time,33620
openbmi,7,0,all,sew_clif_equal,2,0.01373263888888889,0.9862673611111111,1582,115200,batch_x_channel_x_time,33620
openbmi,7,0,all,sew_clif_equal,3,0.10631944444444444,0.8936805555555556,12248,115200,batch_x_channel_x_time,33620
openbmi,7,1,n25,sew_clif_equal,0,0.1401388888888889,0.8598611111111111,16144,115200,batch_x_channel_x_time,28757
openbmi,7,1,n25,sew_clif_equal,1,0.00798611111111111,0.9920138888888889,920,115200,batch_x_channel_x_time,28757
openbmi,7,1,n25,sew_clif_equal,2,0.009835069444444445,0.9901649305555555,1133,115200,batch_x_channel_x_time,28757
openbmi,7,1,n25,sew_clif_equal,3,0.09166666666666666,0.9083333333333333,10560,115200,batch_x_channel_x_time,28757
openbmi,7,1,all,sew_clif_equal,0,0.15178819444444444,0.8482118055555555,17486,115200,batch_x_channel_x_time,30458
openbmi,7,1,all,sew_clif_equal,1,0.0071875,0.9928125,828,115200,batch_x_channel_x_time,30458
openbmi,7,1,all,sew_clif_equal,2,0.008810763888888889,0.9911892361111111,1015,115200,batch_x_channel_x_time,30458
openbmi,7,1,all,sew_clif_equal,3,0.09660590277777778,0.9033940972222222,11129,115200,batch_x_channel_x_time,30458
openbmi,7,2,n25,sew_clif_equal,0,0.1639670138888889,0.8360329861111111,18889,115200,batch_x_channel_x_time,34052
openbmi,7,2,n25,sew_clif_equal,1,0.010920138888888889,0.9890798611111111,1258,115200,batch_x_channel_x_time,34052
openbmi,7,2,n25,sew_clif_equal,2,0.013532986111111112,0.9864670138888889,1559,115200,batch_x_channel_x_time,34052
openbmi,7,2,n25,sew_clif_equal,3,0.10717013888888889,0.8928298611111111,12346,115200,batch_x_channel_x_time,34052
openbmi,7,2,all,sew_clif_equal,0,0.1699392361111111,0.8300607638888888,19577,115200,batch_x_channel_x_time,40073
openbmi,7,2,all,sew_clif_equal,1,0.022960069444444446,0.9770399305555556,2645,115200,batch_x_channel_x_time,40073
openbmi,7,2,all,sew_clif_equal,2,0.029348958333333335,0.9706510416666667,3381,115200,batch_x_channel_x_time,40073
openbmi,7,2,all,sew_clif_equal,3,0.1256076388888889,0.8743923611111111,14470,115200,batch_x_channel_x_time,40073
openbmi,8,0,n25,sew_clif_equal,0,0.1684027777777778,0.8315972222222222,19400,115200,batch_x_channel_x_time,36452
openbmi,8,0,n25,sew_clif_equal,1,0.015425347222222222,0.9845746527777778,1777,115200,batch_x_channel_x_time,36452
openbmi,8,0,n25,sew_clif_equal,2,0.018055555555555554,0.9819444444444444,2080,115200,batch_x_channel_x_time,36452
openbmi,8,0,n25,sew_clif_equal,3,0.11453993055555556,0.8854600694444444,13195,115200,batch_x_channel_x_time,36452
openbmi,8,0,all,sew_clif_equal,0,0.173125,0.826875,19944,115200,batch_x_channel_x_time,38918
openbmi,8,0,all,sew_clif_equal,1,0.020147569444444444,0.9798524305555556,2321,115200,batch_x_channel_x_time,38918
openbmi,8,0,all,sew_clif_equal,2,0.02236111111111111,0.977638888888889,2576,115200,batch_x_channel_x_time,38918
openbmi,8,0,all,sew_clif_equal,3,0.12219618055555556,0.8778038194444444,14077,115200,batch_x_channel_x_time,38918
openbmi,8,1,n25,sew_clif_equal,0,0.1443576388888889,0.8556423611111111,16630,115200,batch_x_channel_x_time,30672
openbmi,8,1,n25,sew_clif_equal,1,0.012664930555555556,0.9873350694444445,1459,115200,batch_x_channel_x_time,30672
openbmi,8,1,n25,sew_clif_equal,2,0.012013888888888888,0.9879861111111111,1384,115200,batch_x_channel_x_time,30672
openbmi,8,1,n25,sew_clif_equal,3,0.09721354166666667,0.9027864583333334,11199,115200,batch_x_channel_x_time,30672
openbmi,8,1,all,sew_clif_equal,0,0.14955729166666668,0.8504427083333334,17229,115200,batch_x_channel_x_time,34485
openbmi,8,1,all,sew_clif_equal,1,0.018880208333333332,0.9811197916666666,2175,115200,batch_x_channel_x_time,34485
openbmi,8,1,all,sew_clif_equal,2,0.02201388888888889,0.9779861111111111,2536,115200,batch_x_channel_x_time,34485
openbmi,8,1,all,sew_clif_equal,3,0.10889756944444444,0.8911024305555556,12545,115200,batch_x_channel_x_time,34485
openbmi,8,2,n25,sew_clif_equal,0,0.17967881944444444,0.8203211805555556,20699,115200,batch_x_channel_x_time,40373
openbmi,8,2,n25,sew_clif_equal,1,0.018315972222222223,0.9816840277777777,2110,115200,batch_x_channel_x_time,40373
openbmi,8,2,n25,sew_clif_equal,2,0.026440972222222223,0.9735590277777778,3046,115200,batch_x_channel_x_time,40373
openbmi,8,2,n25,sew_clif_equal,3,0.12602430555555555,0.8739756944444445,14518,115200,batch_x_channel_x_time,40373
openbmi,8,2,all,sew_clif_equal,0,0.16010416666666666,0.8398958333333333,18444,115200,batch_x_channel_x_time,37175
openbmi,8,2,all,sew_clif_equal,1,0.019435763888888888,0.9805642361111111,2239,115200,batch_x_channel_x_time,37175
openbmi,8,2,all,sew_clif_equal,2,0.02605034722222222,0.9739496527777778,3001,115200,batch_x_channel_x_time,37175
openbmi,8,2,all,sew_clif_equal,3,0.117109375,0.882890625,13491,115200,batch_x_channel_x_time,37175
openbmi,9,0,n25,sew_clif_equal,0,0.17575520833333333,0.8242447916666666,20247,115200,batch_x_channel_x_time,38325
openbmi,9,0,n25,sew_clif_equal,1,0.01855034722222222,0.9814496527777777,2137,115200,batch_x_channel_x_time,38325
openbmi,9,0,n25,sew_clif_equal,2,0.017786458333333335,0.9822135416666666,2049,115200,batch_x_channel_x_time,38325
openbmi,9,0,n25,sew_clif_equal,3,0.12059027777777778,0.8794097222222222,13892,115200,batch_x_channel_x_time,38325
openbmi,9,0,all,sew_clif_equal,0,0.16435763888888888,0.8356423611111111,18934,115200,batch_x_channel_x_time,37597
openbmi,9,0,all,sew_clif_equal,1,0.021197916666666667,0.9788020833333333,2442,115200,batch_x_channel_x_time,37597
openbmi,9,0,all,sew_clif_equal,2,0.022204861111111113,0.9777951388888889,2558,115200,batch_x_channel_x_time,37597
openbmi,9,0,all,sew_clif_equal,3,0.11860243055555555,0.8813975694444445,13663,115200,batch_x_channel_x_time,37597
openbmi,9,1,n25,sew_clif_equal,0,0.17922743055555557,0.8207725694444444,20647,115200,batch_x_channel_x_time,41709
openbmi,9,1,n25,sew_clif_equal,1,0.01837673611111111,0.9816232638888889,2117,115200,batch_x_channel_x_time,41709
openbmi,9,1,n25,sew_clif_equal,2,0.03375,0.96625,3888,115200,batch_x_channel_x_time,41709
openbmi,9,1,n25,sew_clif_equal,3,0.130703125,0.869296875,15057,115200,batch_x_channel_x_time,41709
openbmi,9,1,all,sew_clif_equal,0,0.17558159722222222,0.8244184027777778,20227,115200,batch_x_channel_x_time,38593
openbmi,9,1,all,sew_clif_equal,1,0.012951388888888889,0.9870486111111111,1492,115200,batch_x_channel_x_time,38593
openbmi,9,1,all,sew_clif_equal,2,0.025598958333333335,0.9744010416666666,2949,115200,batch_x_channel_x_time,38593
openbmi,9,1,all,sew_clif_equal,3,0.1208767361111111,0.8791232638888888,13925,115200,batch_x_channel_x_time,38593
openbmi,9,2,n25,sew_clif_equal,0,0.17076388888888888,0.8292361111111111,19672,115200,batch_x_channel_x_time,40661
openbmi,9,2,n25,sew_clif_equal,1,0.023532986111111112,0.9764670138888889,2711,115200,batch_x_channel_x_time,40661
openbmi,9,2,n25,sew_clif_equal,2,0.030625,0.969375,3528,115200,batch_x_channel_x_time,40661
openbmi,9,2,n25,sew_clif_equal,3,0.12803819444444445,0.8719618055555556,14750,115200,batch_x_channel_x_time,40661
openbmi,9,2,all,sew_clif_equal,0,0.17753472222222222,0.8224652777777778,20452,115200,batch_x_channel_x_time,42455
openbmi,9,2,all,sew_clif_equal,1,0.024479166666666666,0.9755208333333333,2820,115200,batch_x_channel_x_time,42455
openbmi,9,2,all,sew_clif_equal,2,0.033498263888888886,0.9665017361111111,3859,115200,batch_x_channel_x_time,42455
openbmi,9,2,all,sew_clif_equal,3,0.13302083333333334,0.8669791666666666,15324,115200,batch_x_channel_x_time,42455
openbmi,10,0,n25,sew_clif_equal,0,0.15034722222222222,0.8496527777777778,17320,115200,batch_x_channel_x_time,31214
openbmi,10,0,n25,sew_clif_equal,1,0.010677083333333334,0.9893229166666667,1230,115200,batch_x_channel_x_time,31214
openbmi,10,0,n25,sew_clif_equal,2,0.010494791666666666,0.9895052083333333,1209,115200,batch_x_channel_x_time,31214
openbmi,10,0,n25,sew_clif_equal,3,0.09943576388888889,0.9005642361111111,11455,115200,batch_x_channel_x_time,31214
openbmi,10,0,all,sew_clif_equal,0,0.16883680555555555,0.8311631944444444,19450,115200,batch_x_channel_x_time,38010
openbmi,10,0,all,sew_clif_equal,1,0.019487847222222222,0.9805121527777778,2245,115200,batch_x_channel_x_time,38010
openbmi,10,0,all,sew_clif_equal,2,0.021866319444444445,0.9781336805555556,2519,115200,batch_x_channel_x_time,38010
openbmi,10,0,all,sew_clif_equal,3,0.11975694444444444,0.8802430555555556,13796,115200,batch_x_channel_x_time,38010
openbmi,10,1,n25,sew_clif_equal,0,0.179453125,0.820546875,20673,115200,batch_x_channel_x_time,38179
openbmi,10,1,n25,sew_clif_equal,1,0.014774305555555556,0.9852256944444444,1702,115200,batch_x_channel_x_time,38179
openbmi,10,1,n25,sew_clif_equal,2,0.016848958333333334,0.9831510416666667,1941,115200,batch_x_channel_x_time,38179
openbmi,10,1,n25,sew_clif_equal,3,0.12033854166666667,0.8796614583333333,13863,115200,batch_x_channel_x_time,38179
openbmi,10,1,all,sew_clif_equal,0,0.17347222222222222,0.8265277777777778,19984,115200,batch_x_channel_x_time,36806
openbmi,10,1,all,sew_clif_equal,1,0.014418402777777778,0.9855815972222223,1661,115200,batch_x_channel_x_time,36806
openbmi,10,1,all,sew_clif_equal,2,0.015625,0.984375,1800,115200,batch_x_channel_x_time,36806
openbmi,10,1,all,sew_clif_equal,3,0.11598090277777778,0.8840190972222222,13361,115200,batch_x_channel_x_time,36806
openbmi,10,2,n25,sew_clif_equal,0,0.17258680555555556,0.8274131944444445,19882,115200,batch_x_channel_x_time,40322
openbmi,10,2,n25,sew_clif_equal,1,0.022942708333333332,0.9770572916666667,2643,115200,batch_x_channel_x_time,40322
openbmi,10,2,n25,sew_clif_equal,2,0.028385416666666666,0.9716145833333333,3270,115200,batch_x_channel_x_time,40322
openbmi,10,2,n25,sew_clif_equal,3,0.12610243055555556,0.8738975694444444,14527,115200,batch_x_channel_x_time,40322
openbmi,10,2,all,sew_clif_equal,0,0.16958333333333334,0.8304166666666667,19536,115200,batch_x_channel_x_time,36142
openbmi,10,2,all,sew_clif_equal,1,0.01326388888888889,0.9867361111111111,1528,115200,batch_x_channel_x_time,36142
openbmi,10,2,all,sew_clif_equal,2,0.017317708333333334,0.9826822916666667,1995,115200,batch_x_channel_x_time,36142
openbmi,10,2,all,sew_clif_equal,3,0.11356770833333334,0.8864322916666667,13083,115200,batch_x_channel_x_time,36142
openbmi,11,0,n25,sew_clif_equal,0,0.15264756944444444,0.8473524305555555,17585,115200,batch_x_channel_x_time,33825
openbmi,11,0,n25,sew_clif_equal,1,0.014479166666666666,0.9855208333333333,1668,115200,batch_x_channel_x_time,33825
openbmi,11,0,n25,sew_clif_equal,2,0.019036458333333332,0.9809635416666667,2193,115200,batch_x_channel_x_time,33825
openbmi,11,0,n25,sew_clif_equal,3,0.10745659722222223,0.8925434027777778,12379,115200,batch_x_channel_x_time,33825
openbmi,11,0,all,sew_clif_equal,0,0.15221354166666667,0.8477864583333333,17535,115200,batch_x_channel_x_time,34572
openbmi,11,0,all,sew_clif_equal,1,0.016553819444444444,0.9834461805555555,1907,115200,batch_x_channel_x_time,34572
openbmi,11,0,all,sew_clif_equal,2,0.021848958333333335,0.9781510416666667,2517,115200,batch_x_channel_x_time,34572
openbmi,11,0,all,sew_clif_equal,3,0.10948784722222223,0.8905121527777777,12613,115200,batch_x_channel_x_time,34572
openbmi,11,1,n25,sew_clif_equal,0,0.15127604166666667,0.8487239583333334,17427,115200,batch_x_channel_x_time,34544
openbmi,11,1,n25,sew_clif_equal,1,0.017118055555555556,0.9828819444444444,1972,115200,batch_x_channel_x_time,34544
openbmi,11,1,n25,sew_clif_equal,2,0.021875,0.978125,2520,115200,batch_x_channel_x_time,34544
openbmi,11,1,n25,sew_clif_equal,3,0.1095920138888889,0.8904079861111112,12625,115200,batch_x_channel_x_time,34544
openbmi,11,1,all,sew_clif_equal,0,0.17028645833333333,0.8297135416666667,19617,115200,batch_x_channel_x_time,37299
openbmi,11,1,all,sew_clif_equal,1,0.012456597222222223,0.9875434027777777,1435,115200,batch_x_channel_x_time,37299
openbmi,11,1,all,sew_clif_equal,2,0.023932291666666668,0.9760677083333333,2757,115200,batch_x_channel_x_time,37299
openbmi,11,1,all,sew_clif_equal,3,0.11710069444444444,0.8828993055555555,13490,115200,batch_x_channel_x_time,37299
openbmi,11,2,n25,sew_clif_equal,0,0.1463888888888889,0.8536111111111111,16864,115200,batch_x_channel_x_time,30839
openbmi,11,2,n25,sew_clif_equal,1,0.011475694444444445,0.9885243055555556,1322,115200,batch_x_channel_x_time,30839
openbmi,11,2,n25,sew_clif_equal,2,0.011762152777777778,0.9882378472222222,1355,115200,batch_x_channel_x_time,30839
openbmi,11,2,n25,sew_clif_equal,3,0.09807291666666666,0.9019270833333334,11298,115200,batch_x_channel_x_time,30839
openbmi,11,2,all,sew_clif_equal,0,0.16053819444444445,0.8394618055555556,18494,115200,batch_x_channel_x_time,34530
openbmi,11,2,all,sew_clif_equal,1,0.012855902777777779,0.9871440972222222,1481,115200,batch_x_channel_x_time,34530
openbmi,11,2,all,sew_clif_equal,2,0.017022569444444444,0.9829774305555555,1961,115200,batch_x_channel_x_time,34530
openbmi,11,2,all,sew_clif_equal,3,0.10932291666666667,0.8906770833333333,12594,115200,batch_x_channel_x_time,34530
openbmi,12,0,n25,sew_clif_equal,0,0.16309027777777776,0.8369097222222223,18788,115200,batch_x_channel_x_time,36430
openbmi,12,0,n25,sew_clif_equal,1,0.018298611111111113,0.9817013888888889,2108,115200,batch_x_channel_x_time,36430
openbmi,12,0,n25,sew_clif_equal,2,0.020112847222222223,0.9798871527777778,2317,115200,batch_x_channel_x_time,36430
openbmi,12,0,n25,sew_clif_equal,3,0.11473090277777778,0.8852690972222222,13217,115200,batch_x_channel_x_time,36430
openbmi,12,0,all,sew_clif_equal,0,0.16512152777777778,0.8348784722222222,19022,115200,batch_x_channel_x_time,38215
openbmi,12,0,all,sew_clif_equal,1,0.02103298611111111,0.9789670138888888,2423,115200,batch_x_channel_x_time,38215
openbmi,12,0,all,sew_clif_equal,2,0.025130208333333334,0.9748697916666667,2895,115200,batch_x_channel_x_time,38215
openbmi,12,0,all,sew_clif_equal,3,0.12044270833333333,0.8795572916666666,13875,115200,batch_x_channel_x_time,38215
openbmi,12,1,n25,sew_clif_equal,0,0.164296875,0.835703125,18927,115200,batch_x_channel_x_time,37085
openbmi,12,1,n25,sew_clif_equal,1,0.016848958333333334,0.9831510416666667,1941,115200,batch_x_channel_x_time,37085
openbmi,12,1,n25,sew_clif_equal,2,0.02342013888888889,0.9765798611111111,2698,115200,batch_x_channel_x_time,37085
openbmi,12,1,n25,sew_clif_equal,3,0.11735243055555555,0.8826475694444444,13519,115200,batch_x_channel_x_time,37085
openbmi,12,1,all,sew_clif_equal,0,0.18125868055555555,0.8187413194444444,20881,115200,batch_x_channel_x_time,40916
openbmi,12,1,all,sew_clif_equal,1,0.019765625,0.980234375,2277,115200,batch_x_channel_x_time,40916
openbmi,12,1,all,sew_clif_equal,2,0.02578125,0.97421875,2970,115200,batch_x_channel_x_time,40916
openbmi,12,1,all,sew_clif_equal,3,0.12836805555555555,0.8716319444444445,14788,115200,batch_x_channel_x_time,40916
openbmi,12,2,n25,sew_clif_equal,0,0.18339409722222222,0.8166059027777778,21127,115200,batch_x_channel_x_time,46638
openbmi,12,2,n25,sew_clif_equal,1,0.034930555555555555,0.9650694444444444,4024,115200,batch_x_channel_x_time,46638
openbmi,12,2,n25,sew_clif_equal,2,0.04142361111111111,0.9585763888888889,4772,115200,batch_x_channel_x_time,46638
openbmi,12,2,n25,sew_clif_equal,3,0.14509548611111112,0.8549045138888889,16715,115200,batch_x_channel_x_time,46638
openbmi,12,2,all,sew_clif_equal,0,0.18529513888888888,0.8147048611111112,21346,115200,batch_x_channel_x_time,47792
openbmi,12,2,all,sew_clif_equal,1,0.03635416666666667,0.9636458333333333,4188,115200,batch_x_channel_x_time,47792
openbmi,12,2,all,sew_clif_equal,2,0.04467013888888889,0.9553298611111111,5146,115200,batch_x_channel_x_time,47792
openbmi,12,2,all,sew_clif_equal,3,0.14854166666666666,0.8514583333333333,17112,115200,batch_x_channel_x_time,47792
openbmi,13,0,n25,sew_clif_equal,0,0.17174479166666667,0.8282552083333333,19785,115200,batch_x_channel_x_time,42588
openbmi,13,0,n25,sew_clif_equal,1,0.02607638888888889,0.9739236111111111,3004,115200,batch_x_channel_x_time,42588
openbmi,13,0,n25,sew_clif_equal,2,0.03865451388888889,0.9613454861111111,4453,115200,batch_x_channel_x_time,42588
openbmi,13,0,n25,sew_clif_equal,3,0.13321180555555556,0.8667881944444444,15346,115200,batch_x_channel_x_time,42588
openbmi,13,0,all,sew_clif_equal,0,0.17932291666666667,0.8206770833333333,20658,115200,batch_x_channel_x_time,42606
openbmi,13,0,all,sew_clif_equal,1,0.023715277777777776,0.9762847222222222,2732,115200,batch_x_channel_x_time,42606
openbmi,13,0,all,sew_clif_equal,2,0.033368055555555554,0.9666319444444444,3844,115200,batch_x_channel_x_time,42606
openbmi,13,0,all,sew_clif_equal,3,0.1334375,0.8665625,15372,115200,batch_x_channel_x_time,42606
openbmi,13,1,n25,sew_clif_equal,0,0.17671875,0.82328125,20358,115200,batch_x_channel_x_time,40237
openbmi,13,1,n25,sew_clif_equal,1,0.019644097222222223,0.9803559027777777,2263,115200,batch_x_channel_x_time,40237
openbmi,13,1,n25,sew_clif_equal,2,0.02715277777777778,0.9728472222222222,3128,115200,batch_x_channel_x_time,40237
openbmi,13,1,n25,sew_clif_equal,3,0.1257638888888889,0.8742361111111111,14488,115200,batch_x_channel_x_time,40237
openbmi,13,1,all,sew_clif_equal,0,0.1702517361111111,0.8297482638888889,19613,115200,batch_x_channel_x_time,42110
openbmi,13,1,all,sew_clif_equal,1,0.02542534722222222,0.9745746527777778,2929,115200,batch_x_channel_x_time,42110
openbmi,13,1,all,sew_clif_equal,2,0.0384375,0.9615625,4428,115200,batch_x_channel_x_time,42110
openbmi,13,1,all,sew_clif_equal,3,0.13142361111111112,0.8685763888888889,15140,115200,batch_x_channel_x_time,42110
openbmi,13,2,n25,sew_clif_equal,0,0.16698784722222224,0.8330121527777777,19237,115200,batch_x_channel_x_time,37115
openbmi,13,2,n25,sew_clif_equal,1,0.017682291666666666,0.9823177083333333,2037,115200,batch_x_channel_x_time,37115
openbmi,13,2,n25,sew_clif_equal,2,0.021102430555555555,0.9788975694444444,2431,115200,batch_x_channel_x_time,37115
openbmi,13,2,n25,sew_clif_equal,3,0.11640625,0.88359375,13410,115200,batch_x_channel_x_time,37115
openbmi,13,2,all,sew_clif_equal,0,0.16502604166666668,0.8349739583333333,19011,115200,batch_x_channel_x_time,36466
